article	aid	url	img	iid	hashvalue	title	text	nImpressions	nRecs	nClicks	imgFile
514257398	125552	https://www.ksta.de/koeln/erste-hilfe-app-fuer-koeln--mobile-retter-sind-doppelt-so-schnell-wie-ein-rettungswagen--32024822	https://www.ksta.de/image/32024818/2x1/300/150/14f29722c48d936249e175b0df95f440/Hs/71-143808194--null--11-02-2019-18-25-02-046-.jpg	126191		Mobile Retter sind doppelt so schnell wie ein Rettungswagen	Eigentlich hatte Michael Eckert an diesem Wintertag vor fast genau zwei Jahren nicht mehr vor, noch Großes zu leisten. Eckert, ein Mann mittleren Alters, die Haare schon grau, kommt gerade von der Arbeit. Er ist Lehrer in Bielefeld, er will nach Hause, na	116	0	0	3202481814f29722c48d936249e175b0df95f440Hs.jpg
514258195	125554	https://www.ksta.de/wirtschaft/eu-abkommen-ueber-freihandel-mit-japan-nrw-profitiert--32024906	https://www.ksta.de/image/32024926/2x1/300/150/eedbd682d700b134ffb8f9f1c00e008e/hr/freihandelsabkommen-eu-japan.jpg	126193		NRW profitiert	Seit Anfang dieses Monats bilden die Europäische Union und Japan die größte Freihandelszone der Welt. Insgesamt sechs Jahre wurde über das Jefta-Abkommen verhandelt. Im Zuge dessen sollen künftig Zölle und Handelsbeschränkungen entfallen, auch nicht-tarif	26	0	0	32024926eedbd682d700b134ffb8f9f1c00e008ehr.jpg
514258816	125556	https://www.ksta.de/koeln/-samma--hackts-----so-lief-das-twitter-gewitter-bei-der-koelner-feuerwehr-32024994	https://www.ksta.de/image/32024996/2x1/300/150/81a41e472995e1eea0f530a9d612b413/WN/koelner-feuerwehr-twittert.jpg	126195		So lief das Twitter-Gewitter bei der Kölner Feuerwehr	Man musste ein bisschen suchen, aber es gab sie, die kleinen Perlen im ersten bundesweiten „Twitter-Gewitter“ von 41 Berufsfeuerwehren, an dem sich am Montag auch die Kölner Einsatzkräfte beteiligt haben.Tweet der Feuerwehr Berlin: „Haustür ab 22 Uhr vers	32	0	0	3202499681a41e472995e1eea0f530a9d612b413WN.jpg
514260436	125557	https://www.ksta.de/wirtschaft/us-fahrdienst-uber-startet-in-koeln-und-will-taxis-konkurrenz-machen-32025062	https://www.ksta.de/image/32025056/2x1/300/150/9f7a1968e704400273511ee9e34d50f7/VH/71-143813442--null--11-02-2019-19-15-00-844-.jpg	126196		Uber startet in Köln und will Taxis Konkurrenz machen	Voraussichtlich im April startet der US-Fahrdienst Uber in Köln. Was bislang bloß ein Schreckensszenario für die Kölner Taxifahrer war, wird Realität. Eine Fahrt im Mietwagen, der über die Uber-App bestellt wird, kostet häufig bloß die Hälfte einer Taxifa	341	0	0	320250569f7a1968e704400273511ee9e34d50f7VH.jpg
514261312	125558	https://www.ksta.de/koeln/mutter-in-koeln-deutz-fast-getoetet-taeter-bietet-opfer-schmerzensgeld-an-32025050	https://www.ksta.de/image/32025048/2x1/300/150/3d266f5d1a3428d0d3cf674e3961c597/es/der-taeter-vor-gericht.jpg	126197		Täter bietet Opfer Schmerzensgeld an	Welches Motiv hatte Theo S., als er am 31. August 2018 eine Frau, die bei Ebay ein Babybett angeboten hatte, in deren Wohnung in Deutz überfiel? Wollte er Beute machen? Oder waren der Grund psychische Probleme? Darum ging es am Montag im Landgericht, wo d	92	0	0	320250483d266f5d1a3428d0d3cf674e3961c597es.jpg
514263458	125561	https://www.ksta.de/wirtschaft/arbeitskampf-in-nrw-mitarbeiter-in-kliniken-und-behoerden-streiken-32025124	https://www.ksta.de/image/32025146/2x1/300/150/68c11fcd37d97806a116aad0c1fda841/yL/warnstreik-oeffentlicher-dienst.jpg	126200		Mitarbeiter in Kliniken und Behörden streiken	In Nordrhein-Westfalen streiken an diesem Dienstag zahlreiche Beschäftigte im Öffentlichen Dienst des Landes. Allein in Köln und Bonn werden laut Schätzungen der Gewerkschaft Verdi rund 800 Mitarbeiter in Unikliniken, Universitäten und Landesbehörden die	22	1	0	3202514668c11fcd37d97806a116aad0c1fda841yL.jpg
514263626	125562	https://www.ksta.de/sport/geduldsspiel-beim-fc-nuernberg---frage-nach-koellners-zukunft-32019580	https://www.ksta.de/image/32021304/2x1/300/150/bda806846f0fa851f0f909f04ef4f8dd/LR/urn-newsml-dpa-com-20090101-190211-99-935909-large-4-3.jpg	126201		Geduldsspiel beim FC Nürnberg - Frage nach Köllners Zukunft	Die Frage nach der Zukunft von Michael Köllner als Cheftrainer des 1. FC Nürnberg ist zum Geduldsspiel geworden. Der Aufsichtsrat des fränkischen Bundesliga-Schlusslichts berät nach dpa-Informationen auch am Montag über die sportliche Krise.„Wir befinden	2	0	0	32021304bda806846f0fa851f0f909f04ef4f8ddLR.jpg
514267345	125564	https://www.ksta.de/panorama/missbrauch-auf-campingplatz-zahl-der-opfer-in-luegde-steigt-auf-31-32025214	https://www.ksta.de/image/31960188/2x1/300/150/426ac7480cc03c679c2a0efbef59351b/hk/campingplatz-luegde-2.jpg	126203		Zahl der Opfer in Lügde steigt auf 31	Die Zahl der bislang bekannten Opfer schweren sexuellen Missbrauchs auf einem Campingplatz in Lügde in Nordrhein-Westfalen ist auf 31 gestiegen. Das teilten Staatsanwaltschaft und Polizei am Montag gemeinsam in Bielefeld mit. Unter den Opfern seien 27 Mä	136	0	0	31960188426ac7480cc03c679c2a0efbef59351bhk.jpg
514272572	125568	https://www.ksta.de/politik/rnd/einwanderung-nach-deutschland-cdu-will-bei-fluechtlingen--humanitaet-und-haerte-vereinen--32025282	https://www.ksta.de/image/32025308/2x1/300/150/c130d2cf080290adb5a4adf1ce3f8c91/SM/akk-bei-klausurtagung-migration.jpg	126207		CDU will bei Flüchtlingen „Humanität und Härte vereinen“	Die CDU setzt mit ihrer neuen Chefin Annegret Kramp-Karrenbauer auf eine weitere Verschärfung der Flüchtlingspolitik und grenzt sich dabei auch von der bisherigen Politik von Bundeskanzlerin ab. Nach einem anderthalbtägigen Werkstattgespräch mit Experten	5	0	0	32025308c130d2cf080290adb5a4adf1ce3f8c91SM.jpg
514276132	125570	https://www.ksta.de/koeln/mal-kein-chaos-in-koeln-kuerzere-wartezeit-und-weniger-wut-in-der-kfz-zulassungsstelle-32011404	https://www.ksta.de/image/32011386/2x1/300/150/ed3815cb698b3dddb0befa933e7be75e/Sc/kfz-zulassungsstelle-koeln.jpg	126209		Kürzere Wartezeit und weniger Wut in der Kfz-Zulassungsstelle	Ulviye Kilic hält die Fäden der Anmeldung in der Hand, recht straff sogar. Wenn sich ein Kunde aus der Warteschlange zu viel Zeit beim Nachrücken zu ihrer Theke lässt, kann sie forsch werden. Seit vielen Jahren ist die 57-Jährige die erste Mitarbeiterin,	59	0	0	32011386ed3815cb698b3dddb0befa933e7be75eSc.jpg
514276673	125571	https://www.ksta.de/koeln/karneval-in-koeln/stabil-am-glas-ein-tag-im-karneval-mit-dem-alkoholisierten--sitzungspraesidenten--32016304	https://www.ksta.de/image/32016288/2x1/300/150/c82e4be9a00f3ee2fdf97364a15c84dc/ar/kabarettist-volker-weininger.jpg	126210		Ein Tag im Karneval mit dem alkoholisierten „Sitzungspräsidenten“	9.45 Uhr, ein Neubaugebiet im Bonner NordenDurch die noch teerlosen Schotterwege mit tiefen Pfützen schiebt sich eine Volvo-Limousine. Es ist Sonntagmorgen, kein Mensch auf der Straße. Durchs Küchenfenster winkt ein Schatten, kurz darauf verlässt Volker W	296	0	0	32016288c82e4be9a00f3ee2fdf97364a15c84dcar.jpg
514282293	125574	https://www.ksta.de/politik/reaktion-auf-spd-plaene-kramp-karrenbauer-haelt-nichts-von-abkehr-von-hartz-iv-32025448	https://www.ksta.de/image/32025484/2x1/300/150/6576852d78c74e9b6838901f4e147c4d/To/annegret-kramp-karrenbauer.jpg	126213		Kramp-Karrenbauer hält nichts von Abkehr von Hartz IV	CDU-Chefin Annegret Kramp-Karrenbauer hat den Großteil der sozialpolitischen Pläne der SPD zurückgewiesen. Über die Vorschläge zur Qualifizierung könne man „noch mal reden“, sagte Kramp-Karrenbauer am Montagabend in den ARD-„Tagesthemen“. Alles andere seh	14	0	0	320254846576852d78c74e9b6838901f4e147c4dTo.jpg
514282666	125576	https://www.ksta.de/koeln/stadt-stellt-strafantrag-umweltschuetzer-fuehlen-sich-von-koelner-verwaltung-verunglimpft-32016812	https://www.ksta.de/image/31885842/2x1/300/150/3cb44464e7092a9f1ceaf0a00dd36d4f/MK/spanischer-bau-rathaus--1-.jpg	126215		Umweltschützer fühlen sich von Kölner Verwaltung verunglimpft	Die Umweltschützer der Initiative „Klima-Aktion Köln“ fühlen sich von der Stadtverwaltung als „Gebäudebesetzer“ verunglimpft. Vorige Woche Freitag wollte die Gruppe – darunter Lehrer und Wissenschaftler – im Historischen Rathaus eine Petition für den Kohl	38	0	0	318858423cb44464e7092a9f1ceaf0a00dd36d4fMK.jpg
514291547	125580	https://www.ksta.de/panorama/die-klempnerin-32025598	https://www.ksta.de/image/32025596/2x1/300/150/994a72f56a0789b6db53123e3f3d69ac/kl/urn-newsml-dpa-com-20090101-190208-99-906042-large-4-3.jpg	126219		Die Klempnerin	Anwältinnen, Ärztinnen und Kommissarinnen gibt es zuhauf in deutschen TV-Serien. Jetzt schickt RTL „Die Klempnerin” ins Rennen.Die erste von insgesamt zehn Folgen ist am Dienstag (12. Februar, 21.15 Uhr) - unmittelbar nach dem Start der zweiten Staffel vo	4	0	0	32025596994a72f56a0789b6db53123e3f3d69ackl.jpg
514297119	125581	https://www.ksta.de/nrw/verdi--warnstreiks-an-unikliniken-und-landesbehoerden-32025628	https://www.ksta.de/image/32025626/2x1/300/150/c89b1aedd73fae53ad02a4b147894f60/Kb/urn-newsml-dpa-com-20090101-190211-99-944365-large-4-3.jpg	126220		Verdi: Warnstreiks an Unikliniken und Landesbehörden	Wegen des Tarifkonflikts im öffentlichen Dienst der Länder hat die Gewerkschaft Verdi für heute zu Warnstreiks aufgerufen. Der Aufruf betreffe die Unikliniken in Köln, Düsseldorf und Essen sowie Universitäten, Hochschulen und Landesbehörden. Zentrale Kund	2	0	0	32025626c89b1aedd73fae53ad02a4b147894f60Kb.jpg
514297564	125582	https://www.ksta.de/region/leverkusen/raderdoll-im-haus-klippenberg-32025656	https://www.ksta.de/image/32025652/2x1/300/150/b32b8a58ba495b530906f9201bb11876/oQ/wer-hungrig-auf-eine-jecke-zeit-war--dem-wurde-schnell-geholfen-.jpg	126221		Raderdoll im Haus Klippenberg	Schon ehe der erste jecke Ton gesprochen und gesungen wurde – und es wurden sehr viele jecke Töne gesprochen und gesungen –, waren die Mitglieder des Festkomitees Leichlinger Karneval (FLK) raderdoll und knatschverdötsch, denn: Im vierten Jahr war ihre Si	82	0	0	32025652b32b8a58ba495b530906f9201bb11876oQ.jpg
514297653	125583	https://www.ksta.de/kultur/brillanz-trotz-grippe-32025686	https://www.ksta.de/image/32025684/2x1/300/150/733651f263d97b82b4cd7f0b5d1c73ca/Kz/bernard-haitink-am-pult.jpg	126222		Brillanz trotz Grippe	Ein grippaler Infekt machte Bernard Haitink bei seinem zweiten Kölner Dirigat zu schaffen, und dass ein solcher bei einem fast 90-Jährigen ganz anders ins Kontor schlägt als bei einem 40-Jährigen, war am Sonntagabend in der Philharmonie sofort zu merken.	10	0	0	32025684733651f263d97b82b4cd7f0b5d1c73caKz.jpg
514297662	125584	https://www.ksta.de/kultur/kacey-musgraves--goldene-stunde-32025666	https://www.ksta.de/image/32025658/2x1/300/150/de4cbd770b362f0702be88f4cf5e78df/YW/wer-regiert-die-welt--bei-den-61--grammys-die-frauen--von-links-oben-im-uhrzeigersinn--janelle-mon%C3%A1e--kacey-musgraves--jennifer-lopez--michelle---.jpg	126223		Kacey Musgraves’ goldene Stunde	Frauen müssten sich einfach mehr ins Zeug legen, hatte Neil Portnow die Kritik an den männlich dominierten 60. Grammy Awards noch am Abend der Gala im Backstage-Bereich abgebügelt. Der dumme Spruch brachte dem Präsidenten der Recording Academy einen femin	8	0	0	32025658de4cbd770b362f0702be88f4cf5e78dfYW.jpg
514297716	125585	https://www.ksta.de/kultur/-er-kannte-die-angst-vor-dem-tod--32025670	https://www.ksta.de/image/32025668/2x1/300/150/dff424da112119765aac66e59e43d9/NM/die-zigarre-ist-immer-dabei--burghart-klaussner-als-alter-bertolt-brecht.jpg	126224		„Er kannte die Angst vor dem Tod“	Herr Breloer, es gibt zwei Gegenstände, die sich durch ihren Film ziehen. Das Erste ist die Schublade, in die Brecht wichtige Dinge legt, verbotene Sätze, Geheimnisse. Hat es die Schublade gegeben? Ich glaube schon. Peter Voigt, sein Assistent, bekam eine	4	0	0	32025668dff424da112119765aac66e59e43d9NM.jpg
514297793	125586	https://www.ksta.de/region/leverkusen/emotionen-statt-geschwindigkeit-32025700	https://www.ksta.de/image/32025696/2x1/300/150/1bcd7b574b335f61551ce6b5c7428e1e/yW/brillantes-konzert-im-nicht-ausverkauften-saal--die-westdeutsche-sinfonia-leverkusen-gab-ihr-drittes-konzert-der-saison-.jpg	126225		Emotionen statt Geschwindigkeit	Oftmals ist es ja so, dass den Solisten bei Sinfoniekonzerten vor allem die Rolle des Über-die-Saiten-Rasers oder des Über-die-Klaviertasten-Hetzers vorbehalten ist. Eine Konsequenz daraus: Das eigentlich im Mittelpunkt des Konzertprogrammes stehende Orch	2	0	0	320256961bcd7b574b335f61551ce6b5c7428e1eyW.jpg
514297794	125587	https://www.ksta.de/region/leverkusen/grosser-trubel-bei-kleinen-narren-32025706	https://www.ksta.de/image/32025702/2x1/300/150/9471a92a49b9734fc14c9c738fcedffe/hi/was-darf-bei-karneval-nicht-fehlen--richtig--kamelle-.jpg	126226		Großer Trubel bei kleinen Narren	Ausverkauft, und das obwohl die Kindersitzung des Kinder- und Jugendtanzkorps L(e)evPänz erst zum dritten Mal stattfindet. Ein Erfolg, mit dem Melanie Lein, Vorsitzende des Vereins nicht so ganz gerechnet hat. „Auch dieses Jahr waren wir wieder gespannt,	12	0	0	320257029471a92a49b9734fc14c9c738fcedffehi.jpg
514297808	125588	https://www.ksta.de/region/leverkusen/messvertonung-mit-fallstricken-32025692	https://www.ksta.de/image/32025690/2x1/300/150/16bfa312f52cddf7d032cc5df5c5276/iR/unterhaltsames-konzert--der-bachchor-sang-rossini-.jpg	126227		Messvertonung mit Fallstricken	Diese „Petite Messe Solennelle“ hatte so ziemlich alles zu bieten, was geht. Das fing an mit den Interpreten, die an diesem verregneten Nachmittag in der evangelischen Kirche an der Kolberger Straße in Quettingen dieses bedeutendste aller geistlichen Stüc	20	0	0	3202569016bfa312f52cddf7d032cc5df5c5276iR.jpg
514305456	125592	https://www.ksta.de/region/rhein-erft/huerth/machbarkeitsstudie-einsatz-von-fahrerlosen-busse-waere-in-huerth-und-bruehl-moeglich-32024874	https://www.ksta.de/image/32024872/2x1/300/150/e2d77ca2588216674a7b7882e453b2f8/PU/fahrerloser-bus.jpg	126231		Einsatz von fahrerlosen Busse wäre in Hürth und Brühl möglich	In Hürth und Brühl könnten demnächst Busse ohne Fahrer unterwegs sein. Die Stadtwerke beider Nachbarstädte, die schon beim Stadtbus kooperieren, haben eine Machbarkeitsstudie zum autonomen Fahren im Nahverkehr in Auftrag gegeben. Die Experten des Berliner	473	1	0	32024872e2d77ca2588216674a7b7882e453b2f8PU.jpg
514305457	125593	https://www.ksta.de/region/rhein-berg-oberberg/bergisch-gladbach/wegen-freitreppe-eroeffnung-von-schlossgalerie-in-bensberg-verschiebt-sich-bis-november-32025020	https://www.ksta.de/image/32025046/2x1/300/150/62ac11b311e538c59459c3e3eb6a1531/Pi/baustelle-schlossgalerie-freitreppe.jpg	126232		Eröffnung von Schlossgalerie in Bensberg verschiebt sich bis November	Das ist ein heftiger Schlag ins Kontor für die Bensberger: Die fehlende Freitreppe an der neuen Schlossgalerie (Fluchtweg) verhindert eine Eröffnung im Sommer. Das neue Einkaufszentrum wird frühestens im November eröffnen, und damit erst zum nächsten Weih	265	0	0	3202504662ac11b311e538c59459c3e3eb6a1531Pi.jpg
514305460	125594	https://www.ksta.de/region/euskirchen-eifel/schleiden---gemuend/nach-verdi-intervention-2019-nur-vier-verkaufsoffene-sonntage-in-schleiden-geplant-32023378	https://www.ksta.de/image/32023374/2x1/300/150/4a5fad026ff1c7a740f62d73be71d917/NW/gemuend-von-oben.jpg	126233		2019 nur vier verkaufsoffene Sonntage in Schleiden geplant	Es traf die Mitarbeiter der Stadt Schleiden aus heiterem Himmel, als sie am Freitag vor dem traditionellen Weihnachtsmarkt am 15. und 16. Dezember in Gemünd vom Eilantrag der Gewerkschaft Verdi beim Verwaltungsgericht Aachen erfuhren. Damit verhinderte di	34	0	0	320233744a5fad026ff1c7a740f62d73be71d917NW.jpg
514305493	125596	https://www.ksta.de/ratgeber/reise/bahamas-per-postschiff-erleben-32025912	https://www.ksta.de/image/32025876/2x1/300/150/e9f79fb33391f6931224168ed2599f70/zr/urn-newsml-dpa-com-20090101-190211-99-943363-large-4-3.jpg	126235		Bahamas per Postschiff erleben	„Kühl halten” steht auf den Eierkartons, die am Kai in der prallen Sonne braten. Autoreifen stapeln sich neben Erdnuss- und Zwiebelsäcken. Ein Kran hievt palettenweise Bierdosen an Bord. Die Abfahrt der „Bahamas Daybreak III” verzögert sich, am Ende um ei	4	0	0	32025876e9f79fb33391f6931224168ed2599f70zr.jpg
514305570	125597	https://www.ksta.de/region/rhein-sieg-bonn/lohmar/umstellung-im-lohmarer-busverkehr-zweite-ausfahrt-zur-entlastung-am-schulzentrum-32023838	https://www.ksta.de/image/32023836/2x1/300/150/26a12f35f2d2b717fdea8c7a28f24264/Kq/71-143802466--null--11-02-2019-16-27-15-859-.jpg	126236		Zweite Ausfahrt zur Entlastung am Schulzentrum	Neue Töne gibt es zur großen Umstellung im Lohmarer Busverkehr zu hören. Statt des bisherigen Klageliedes seit dem Fahrplanwechsel am 9. Dezember kommt nun Lob auf.„Zwei Monate nach Einführung und dem Sturm der Entrüstung ist vieles ausgewachsen, und lang	80	0	0	3202383626a12f35f2d2b717fdea8c7a28f24264Kq.jpg
514307570	125600	https://www.ksta.de/wirtschaft/tui-legt-zahlen-zum-ersten-quartal-vor-32025834	https://www.ksta.de/image/32025832/2x1/300/150/56dce634271047967fe72e0d8a38dc76/kO/urn-newsml-dpa-com-20090101-190211-99-944839-large-4-3.jpg	126239		Tui legt Zahlen zum ersten Quartal vor	Rückschlag für Tui-Chef Fritz Joussen: Nach Jahren mit deutlich steigenden Gewinnen hat der Chef des weltgrößten Reisekonzerns seine erst im Dezember verkündeten Ziele kassiert.Am Mittwoch hatte Tui eingeräumt, dass sowohl das Wintergeschäft als auch die	2	0	0	3202583256dce634271047967fe72e0d8a38dc76kO.jpg
514307930	125601	https://www.ksta.de/region/euskirchen-eifel/k-o--tropfen-im-glas--ich-waere-vermutlich-mit-jedem-ins-bett-gegangen--32024322	https://www.ksta.de/image/32024482/2x1/300/150/7f327840746bbf9f40f3856dfc78e3cd/gC/ko-tropfen-symbolbild.jpg	126240		„Ich wäre vermutlich mit jedem ins Bett gegangen“	Jana (Name geändert), ehemalige Euskirchenerin, wurden vor vier Jahren im Karneval vermutlich K.o.-Tropfen verabreicht. Die heute 27-Jährige hat erst viel später begriffen, was ihr widerfahren ist. Sie schämte sich im Nachhinein für ihr seltsames Verhalte	1783	0	1	320244827f327840746bbf9f40f3856dfc78e3cdgC.jpg
514311308	125606	https://www.ksta.de/politik/spielt-trump-mit--einigung-im-us-haushaltsstreit-verkuendet-32025974	https://www.ksta.de/image/32025972/2x1/300/150/e6b3700f19f99c43ba1f5c00ea0b64fa/am/kapitol-120219.jpg	126245		Einigung im US-Haushaltsstreit verkündet	Kurz vor einem drohenden neuen „Shutdown“ in den USA rückt eine Einigung in dem Haushaltsstreit näher. Die Unterhändler von Republikanern und Demokraten im US-Kongress verkündeten am Montagabend (Ortszeit) in Washington, sie hätten eine grundsätzliche Ein	4	0	0	32025972e6b3700f19f99c43ba1f5c00ea0b64faam.jpg
514312393	125607	https://www.ksta.de/region/rhein-sieg-bonn/troisdorf/haus-rott-in-troisdorf-investoren-planen-umbau-in-moderne-reitanlage-und-wohnungen-32024122	https://www.ksta.de/image/32024110/2x1/300/150/7f12dee4d68a2326701a795d37238507/jH/71-143788243--null--11-02-2019-16-46-14-994-.jpg	126246		Investoren planen Umbau in moderne Reitanlage und Wohnungen	Als „Kleinod mit gewissen Mängeln“ hat vor fünf Jahren diese Zeitung die historische Hofanlage von Haus Rott bezeichnet. Nun macht sich eine Investorengruppe daran, das Anwesen gründlich umzubauen: Dort soll in den kommenden Jahren zum einen eine moderne	583	0	0	320241107f12dee4d68a2326701a795d37238507jH.jpg
